      T       mu          width     x- y- zdim  
   8.000000      -49.50000       150.000000000000               15          15
          15
      0      3     -150.00000
             0.        243966.             0.
      1      3     -300.00000
             0.             0.       1527718.
      2      3     -300.00000
             0.             0.       4852316.
      3      3     -300.00000
             0.            25.      10507959.
      4      3     -300.00000
             0.          2401.      16777216.
      5      3     -300.00000
             0.         21201.      16777216.
      6      3     -300.00000
             0.         97207.      16777216.
      7      3     -300.00000
             0.        302841.      16777216.
      8      3     -300.00000
            62.        693768.      16777216.
      9      5     -600.00000
             0.             0.           436.       1256558.      16777216.
     10      5     -600.00000
             0.             0.          1888.       1837658.      13332177.
     11      5     -600.00000
             0.             0.          4749.       2235347.       8376591.
     12      5     -600.00000
             0.            17.          9357.       2299366.       4657236.
     13      5     -600.00000
             0.            65.         14396.       2036349.       2272452.
     14      5     -600.00000
             0.           230.         19483.       1564558.        964871.
     15      5     -600.00000
             0.           363.         22672.       1060773.        355529.
     16      5     -600.00000
            17.           672.         23216.        640878.        113282.
     17      5     -600.00000
             6.           990.         21402.        352418.         31206.
     18      5     -600.00000
            22.           966.         17926.        180108.          7623.
     19      5     -600.00000
            14.          1015.         13393.         85699.          1540.
     20      5     -600.00000
            35.          1052.          9182.         38375.           310.
     21      6     -750.00000
             0.            30.           883.          5820.         15903.            54.
     22      5     -600.00000
             4.           684.          3260.          6093.             4.
     23      6     -750.00000
             0.             2.           483.          1665.          2189.             0.
     24      6     -750.00000
             0.             0.           307.           769.           607.             0.
     25      5     -600.00000
             0.           197.           326.           265.             0.
     26      4     -600.00000
             0.           114.           198.            75.
     27      4     -600.00000
             1.           100.            90.            24.
     28      4     -600.00000
            12.            44.            15.             1.
     29      4     -600.00000
             9.            19.             3.             0.
     30      3     -750.00000
             0.             5.             4.
     31      3     -750.00000
             0.             7.             0.
     32      3     -750.00000
             0.            12.             0.
