      T       mu          width     x- y- zdim  
   9.000000      -61.00000       150.000000000000               15          15
          15
      0      3     -150.00000
             0.       6560846.             0.
      1      3     -150.00000
             0.      16777216.             0.
      2      3     -300.00000
             0.             0.      16777216.
      3      3     -300.00000
             0.            12.      16777216.
      4      3     -300.00000
             0.          1836.      16777216.
      5      3     -300.00000
             0.          9492.      16777216.
      6      3     -300.00000
             0.         24102.      15407070.
      7      3     -300.00000
             0.         40066.       7949620.
      8      3     -300.00000
             0.         49539.       3608586.
      9      3     -300.00000
             0.         46209.       1455410.
     10      3     -300.00000
             0.         36689.        529166.
     11      3     -300.00000
             0.         24008.        174010.
     12      3     -300.00000
             0.         13209.         50463.
     13      3     -300.00000
             0.          6011.         12999.
     14      3     -300.00000
             0.          2644.          3010.
     15      3     -300.00000
             0.           831.           654.
     16      3     -300.00000
             0.           250.           115.
     17      3     -300.00000
             0.            79.            13.
     18      3     -300.00000
             0.            10.             1.
     19      3     -300.00000
             0.             3.             0.
