      T       mu          width     x- y- zdim  
   9.500000      -51.00000       150.000000000000               15          15
          15
      0      3     -150.00000
             0.            53.             0.
      1      3     -150.00000
             0.          1220.             0.
      2      3     -300.00000
             0.             0.          7972.
      3      3     -300.00000
             0.             0.         36586.
      4      3     -300.00000
             0.             2.        127246.
      5      3     -300.00000
             0.            57.        355656.
      6      3     -300.00000
             0.           770.        841320.
      7      3     -300.00000
             0.          5830.       1724950.
      8      3     -300.00000
             0.         30713.       3120930.
      9      3     -300.00000
             4.        119975.       5023248.
     10      3     -300.00000
            21.        386689.       7259147.
     11      5     -600.00000
             0.             0.           148.       1029568.       9411517.
     12      5     -600.00000
             0.             0.           603.       2296516.      10928833.
     13      5     -600.00000
             0.             0.          1804.       4359713.      11271926.
     14      5     -600.00000
             0.            14.          5241.       7071610.      10265500.
     15      5     -600.00000
             0.            50.         12701.       9943008.       8191442.
     16      5     -600.00000
             0.            75.         26738.      12283967.       5695817.
     17      5     -600.00000
             0.           234.         53376.      13517016.       3439583.
     18      5     -600.00000
             0.           483.         99984.      13441806.       1794039.
     19      5     -600.00000
             0.          1107.        167381.      12263499.        804062.
     20      5     -600.00000
             4.          2482.        254614.      10415728.        309779.
     21      7     -900.00000
             0.             0.            33.          4279.        357374.       8306552.        102291.
     22      7     -900.00000
             0.             0.            59.          7104.        462288.       6264447.         29274.
     23      7     -900.00000
             0.             6.           164.         10121.        549892.       4474692.          7048.
     24      6     -750.00000
             8.           216.         13869.        603605.       3023941.          1512.
     25      6     -750.00000
            10.           432.         16341.        611090.       1922490.           253.
     26      6     -750.00000
            21.           623.         19503.        569518.       1150801.            41.
     27      6     -750.00000
            21.          1036.         22904.        491993.        640282.             8.
     28      8    -1050.00000
             0.             0.            40.          1250.         23764.        391096.        330718.             0.
     29      8    -1050.00000
             0.             0.            43.          1364.         23432.        288368.        157817.             0.
     30      8    -1050.00000
             0.             0.            64.          1381.         21814.        198859.         69042.             0.
     31      6     -750.00000
            46.          1419.         19355.        128734.         27340.             0.
     32      6     -750.00000
            41.          1174.         16401.         76128.         10305.             0.
     33      6     -750.00000
            30.          1108.         13063.         43488.          3584.             0.
     34      6     -750.00000
            28.           982.          9467.         23811.          1064.             0.
     35      7    -1050.00000
             0.             0.            74.           834.          7060.         11577.           305.
     36      7    -1050.00000
             0.             0.            66.           688.          4728.          5317.            45.
     37      6     -900.00000
             0.            32.           547.          3159.          2374.             6.
     38      6     -900.00000
             0.            86.           460.          1709.           837.             0.
     39      6     -900.00000
             0.            35.           304.           903.           355.             0.
     40      5     -750.00000
             7.           187.           495.           113.             0.
     41      5     -900.00000
             0.             8.            79.           219.            40.
     42      5     -900.00000
             0.             0.            49.            71.             5.
     43      3     -600.00000
            14.            55.             1.
     44      3     -600.00000
             8.            18.             0.
     45      3     -750.00000
             0.             8.             0.
     46      3     -750.00000
             0.             2.             0.
