      T       mu          width     x- y- zdim  
   8.000000      -57.00000       150.000000000000               15          15
          15
      0      3     -150.00000
             0.      16304223.             0.
      1      3     -150.00000
             0.      16777216.             0.
      2      3     -300.00000
             0.             0.      16777216.
      3      3     -150.00000
            55.      16777216.             0.
      4      3     -300.00000
             0.          3726.      16777216.
      5      3     -300.00000
             0.         13128.      14456168.
      6      3     -300.00000
             0.         23469.       6507545.
      7      3     -300.00000
             0.         28252.       2551720.
      8      3     -300.00000
             0.         25185.        887507.
      9      3     -300.00000
             2.         18712.        276108.
     10      3     -300.00000
             2.         10864.         75902.
     11      3     -300.00000
             0.          5097.         18720.
     12      3     -300.00000
            16.          2068.          4150.
     13      3     -300.00000
            13.           807.           852.
     14      3     -300.00000
            25.           257.           140.
     15      3     -300.00000
            33.            50.             9.
     16      3     -300.00000
             4.             9.             0.
