      T       mu          width     x- y- zdim  
   8.500000      -59.00000       150.000000000000               15          15
          15
      0      3     -150.00000
             0.      10429624.             0.
      1      3     -300.00000
             0.             0.      16777216.
      2      3     -300.00000
             0.             0.      16777216.
      3      3     -300.00000
             0.            72.      16777216.
      4      3     -300.00000
             0.          2751.      16777216.
      5      3     -300.00000
             0.         11732.      16777216.
      6      3     -300.00000
             0.         25142.      10592694.
      7      3     -300.00000
             0.         36650.       4797776.
      8      3     -300.00000
             0.         38214.       1918786.
      9      3     -300.00000
            12.         31504.        688465.
     10      3     -300.00000
            17.         21108.        223017.
     11      3     -300.00000
            33.         12121.         64594.
     12      3     -300.00000
             7.          5756.         16301.
     13      3     -300.00000
             2.          2301.          3750.
     14      3     -300.00000
             1.           875.           604.
     15      3     -300.00000
             0.           291.            76.
     16      4     -450.00000
             0.             0.            48.            13.
     17      3     -300.00000
             0.             3.             0.
