      T       mu          width     x- y- zdim  
   9.500000      -62.50000       150.000000000000               15          15
          15
      0      3     -150.00000
             0.       3299484.             0.
      1      3     -300.00000
             0.             0.      13200486.
      2      3     -300.00000
             0.             0.      16777216.
      3      3     -300.00000
             0.            50.      16777216.
      4      3     -300.00000
             0.          1497.      16777216.
      5      3     -300.00000
             0.          8343.      16777216.
      6      3     -300.00000
             0.         23681.      16777216.
      7      3     -300.00000
             0.         47760.      13757425.
      8      3     -300.00000
             0.         71255.       7414173.
      9      3     -300.00000
             0.         84874.       3561379.
     10      3     -300.00000
             2.         81752.       1533625.
     11      3     -300.00000
            22.         65216.        594158.
     12      3     -300.00000
            23.         43424.        204258.
     13      3     -300.00000
             8.         24742.         63517.
     14      3     -300.00000
             0.         11960.         17492.
     15      3     -300.00000
             0.          5361.          4183.
     16      3     -300.00000
             0.          1945.           773.
     17      3     -300.00000
             0.           560.            94.
     18      3     -300.00000
             0.           164.            12.
     19      3     -300.00000
             0.            49.             2.
     20      3     -300.00000
             0.             5.             0.
