      T       mu          width     x- y- zdim  
   8.500000      -50.00000       150.000000000000               15          15
          15
      0      3     -150.00000
             0.         25698.             0.
      1      3     -300.00000
             0.             0.        206445.
      2      3     -300.00000
             0.             0.        871088.
      3      3     -300.00000
             0.             0.       2486118.
      4      3     -300.00000
             0.           532.       5441188.
      5      3     -300.00000
             0.          5853.       9669226.
      6      3     -300.00000
             0.         33754.      14501822.
      7      3     -300.00000
             2.        135857.      16777216.
      8      3     -300.00000
             9.        419094.      16777216.
      9      3     -300.00000
           113.       1013700.      16777216.
     10      5     -600.00000
             0.             0.           618.       1994807.      16777216.
     11      5     -600.00000
             0.             0.          2186.       3250610.      16777216.
     12      5     -600.00000
             0.             0.          5743.       4444498.      12471471.
     13      5     -600.00000
             0.            42.         12350.       5182536.       8066887.
     14      5     -600.00000
             0.           200.         21633.       5235840.       4566832.
     15      5     -600.00000
             0.           491.         34322.       4626958.       2246571.
     16      5     -600.00000
             0.           807.         47911.       3633729.        962190.
     17      5     -600.00000
             0.          1503.         58903.       2577484.        353185.
     18      5     -600.00000
            44.          2090.         67121.       1674150.        112278.
     19      6     -750.00000
             0.            78.          2593.         68234.       1011848.         30847.
     20      6     -750.00000
             0.           127.          3013.         63546.        572591.          7134.
     21      6     -750.00000
             0.           210.          3391.         54758.        306225.          1340.
     22      7     -900.00000
             0.            11.           358.          3558.         43183.        153898.           162.
     23      6     -750.00000
            12.           492.          3497.         31152.         72532.            16.
     24      6     -750.00000
            51.           490.          2867.         21092.         32159.             6.
     25      8    -1050.00000
             0.             0.            90.           554.          2297.         13349.         12820.             0.
     26      6     -750.00000
           111.           414.          1731.          7806.          5068.             0.
     27      7     -900.00000
             0.            94.           285.          1210.          4174.          1896.             0.
     28      7     -900.00000
             0.            68.           158.           903.          2204.           714.             0.
     29      6     -900.00000
             0.            42.           104.           620.          1083.           250.
     30      6     -900.00000
             0.            24.            90.           300.           416.            80.
     31      6     -900.00000
             0.             1.            47.            98.           177.            36.
     32      4     -600.00000
             5.            58.            65.             1.
     33      4     -600.00000
             8.            53.            14.             0.
     34      4     -750.00000
             0.            32.            23.             0.
     35      4     -750.00000
             0.            14.             9.             0.
     36      3     -750.00000
             0.            15.             0.
     37      3     -750.00000
             0.            10.             0.
