-2.481230 0.000000 
-2.451515 0.000000 
-2.421800 0.000000 
-2.392075 0.000000 
-2.362360 0.000000 
-2.332640 0.000000 
-2.302930 0.000000 
-2.273210 0.000000 
-2.243495 0.000003 
-2.213780 0.000006 
-2.184055 0.000010 
-2.154340 0.000019 
-2.124620 0.000029 
-2.094910 0.000090 
-2.065190 0.000208 
-2.035480 0.000385 
-2.005760 0.000705 
-1.976035 0.001638 
-1.946320 0.002667 
-1.916600 0.004609 
-1.886885 0.007542 
-1.857170 0.011430 
-1.827455 0.017472 
-1.797740 0.025584 
-1.768015 0.036204 
-1.738300 0.048172 
-1.708580 0.063509 
-1.678870 0.082510 
-1.649150 0.104104 
-1.619435 0.127044 
-1.589720 0.152077 
-1.559995 0.179072 
-1.530280 0.208038 
-1.500560 0.238350 
-1.470850 0.265903 
-1.441130 0.293356 
-1.411420 0.317943 
-1.381700 0.343957 
-1.351980 0.364603 
-1.322260 0.384007 
-1.292545 0.399742 
-1.262830 0.412961 
-1.233110 0.422714 
-1.203400 0.432551 
-1.173680 0.433647 
-1.143960 0.437343 
-1.114240 0.434715 
-1.084525 0.432650 
-1.054810 0.429032 
-1.025095 0.421544 
-0.995373 0.413102 
-0.965656 0.405294 
-0.935939 0.397165 
-0.906223 0.386979 
-0.876502 0.375869 
-0.846790 0.367250 
-0.817070 0.354868 
-0.787354 0.341986 
-0.757637 0.332819 
-0.727920 0.322396 
-0.698202 0.312164 
-0.668486 0.302452 
-0.638768 0.290202 
-0.609052 0.282419 
-0.579334 0.273663 
-0.549618 0.263531 
-0.519901 0.255810 
-0.490183 0.250098 
-0.460467 0.242139 
-0.430749 0.235917 
-0.401033 0.228924 
-0.371316 0.224359 
-0.341599 0.218340 
-0.311882 0.216035 
-0.282164 0.210750 
-0.252447 0.207708 
-0.222731 0.202980 
-0.193014 0.202067 
-0.163296 0.198659 
-0.133580 0.196887 
-0.103862 0.194592 
-0.074145 0.193903 
-0.044428 0.193566 
-0.014709 0.192294 
0.014709 0.192294 
0.044428 0.193566 
0.074145 0.193903 
0.103862 0.194592 
0.133580 0.196887 
0.163296 0.198659 
0.193014 0.202067 
0.222731 0.202980 
0.252447 0.207708 
0.282164 0.210750 
0.311882 0.216035 
0.341599 0.218340 
0.371316 0.224359 
0.401033 0.228924 
0.430749 0.235917 
0.460467 0.242139 
0.490183 0.250098 
0.519901 0.255810 
0.549618 0.263531 
0.579334 0.273663 
0.609052 0.282419 
0.638768 0.290202 
0.668486 0.302452 
0.698202 0.312164 
0.727920 0.322396 
0.757637 0.332819 
0.787354 0.341986 
0.817070 0.354868 
0.846790 0.367250 
0.876502 0.375869 
0.906223 0.386979 
0.935939 0.397165 
0.965656 0.405294 
0.995373 0.413102 
1.025095 0.421544 
1.054810 0.429032 
1.084525 0.432650 
1.114240 0.434715 
1.143960 0.437343 
1.173680 0.433647 
1.203400 0.432551 
1.233110 0.422714 
1.262830 0.412961 
1.292545 0.399742 
1.322260 0.384007 
1.351980 0.364603 
1.381700 0.343957 
1.411420 0.317943 
1.441130 0.293356 
1.470850 0.265903 
1.500560 0.238350 
1.530280 0.208038 
1.559995 0.179072 
1.589720 0.152077 
1.619435 0.127044 
1.649150 0.104104 
1.678870 0.082510 
1.708580 0.063509 
1.738300 0.048172 
1.768015 0.036204 
1.797740 0.025584 
1.827455 0.017472 
1.857170 0.011430 
1.886885 0.007542 
1.916600 0.004609 
1.946320 0.002667 
1.976035 0.001638 
2.005760 0.000705 
2.035480 0.000385 
2.065190 0.000208 
2.094910 0.000090 
2.124620 0.000029 
2.154340 0.000019 
2.184055 0.000010 
2.213780 0.000006 
2.243495 0.000003 
2.273210 0.000000 
2.302930 0.000000 
2.332640 0.000000 
2.362360 0.000000 
2.392075 0.000000 
2.421800 0.000000 
2.451515 0.000000 
2.481230 0.000000 
