# T	mu1	mu2	Lx	Ly	Lz
1.1	-4.0	-4.0	7.5	7.5	7.5
13	10	-11.2034
19	8	-10.7491
17	10	-11.5181
16	11	-10.8259
13	9	-6.27914
16	16	-16.2028
19	15	-17.7811
14	16	-7.74446
18	12	-10.6391
16	11	-9.62523
15	9	-7.68218
18	14	-8.62677
12	13	-11.976
20	17	-17.5039
18	9	-11.7373
13	15	-11.0429
14	11	-10.6093
16	11	-12.5289
9	7	-2.31084
22	13	-20.1175
25	15	-14.4453
12	12	-6.2798
15	19	-18.0153
17	15	-14.318
19	16	-11.0977
27	9	-14.0114
17	13	-8.84906
16	13	-11.495
22	15	-19.0494
30	19	-33.6157
18	13	-16.2652
18	15	-11.7806
25	14	-25.7868
15	9	-6.8848
22	14	-19.0315
22	20	-23.7723
16	12	-9.48612
17	15	-14.0728
27	15	-30.5826
28	15	-26.8847
25	12	-17.9575
20	11	-15.0829
19	11	-9.85967
22	15	-16.337
18	12	-8.10543
12	14	-8.89308
13	17	-12.2095
27	18	-24.9708
22	18	-20.2222
17	16	-14.6469
11	13	-5.5534
28	17	-28.3929
27	11	-19.7063
21	20	-16.6499
17	19	-15.8728
16	12	-8.61159
16	11	-14.7646
20	16	-13.7543
22	16	-28.5072
22	16	-20.1141
17	11	-12.7586
27	11	-25.2717
17	14	-14.8385
10	9	-3.52649
22	11	-17.8575
16	10	-7.44349
24	10	-15.5674
22	18	-13.3294
17	13	-8.9265
19	7	-10.8756
24	13	-19.8583
24	8	-19.8811
22	11	-13.256
12	16	-9.4734
17	22	-19.0827
20	14	-14.8305
13	13	-10.6946
17	10	-11.4044
17	23	-19.0211
24	8	-20.5006
24	19	-25.5595
19	12	-15.3164
17	12	-13.7728
16	6	-5.69739
27	13	-24.3094
28	13	-28.1439
16	14	-13.0969
15	12	-10.5521
17	14	-11.7336
19	13	-12.0907
27	13	-23.175
23	11	-16.0828
19	13	-14.1255
19	11	-10.2389
22	10	-14.1257
16	18	-18.8763
16	16	-8.77498
15	13	-7.30993
18	9	-10.8883
25	14	-16.8404
14	13	-8.80374
14	12	-9.56279
14	12	-6.48764
22	10	-18.881
15	13	-7.57504
18	10	-10.6801
16	7	-5.35989
8	19	-7.31232
11	16	-8.96929
15	12	-9.34599
14	12	-6.90934
20	11	-12.7462
18	12	-12.9506
16	10	-8.51266
21	15	-19.7233
14	19	-14.4434
19	10	-9.64668
24	10	-17.4468
18	12	-7.55796
16	13	-7.49485
20	15	-15.3498
30	12	-26.8629
26	13	-23.3891
14	13	-9.41957
20	13	-18.9841
7	20	-4.7958
24	17	-21.2488
15	10	-6.30375
10	19	-7.55914
19	11	-12.5536
24	18	-19.2753
21	8	-8.4151
15	17	-18.3623
16	20	-16.4927
10	5	-7.32198
7	16	-4.78332
18	14	-12.0092
28	20	-28.9553
13	9	-3.89682
30	13	-22.0416
25	21	-27.4256
26	12	-18.8089
20	13	-14.1386
16	7	-7.07454
21	16	-23.0837
19	13	-22.2215
23	16	-19.6134
27	12	-21.1192
23	17	-18.9917
17	16	-14.3861
18	10	-10.0352
13	8	-3.7048
19	11	-9.99089
24	17	-18.2255
26	15	-22.9458
18	11	-17.1274
26	19	-28.2799
22	12	-12.2838
21	14	-13.9397
16	14	-13.6064
17	14	-12.2405
16	13	-13.8609
19	14	-12.731
15	13	-9.85379
27	15	-28.0214
28	18	-31.7492
18	17	-10.698
14	12	-7.60589
14	8	-7.46013
23	11	-18.0376
12	17	-10.1797
19	9	-10.83
22	11	-15.7398
23	9	-13.9873
23	14	-17.261
10	17	-6.6844
14	10	-7.41813
20	11	-14.3783
20	11	-18.2287
18	10	-11.5538
25	10	-18.0351
20	13	-16.0112
25	23	-23.7536
17	16	-13.472
27	11	-23.6739
23	22	-22.5821
17	16	-12.2462
18	14	-13.0618
18	14	-14.0862
11	16	-8.94896
20	15	-16.3194
19	14	-15.2341
26	15	-20.773
23	17	-29.0119
22	11	-19.2262
24	13	-17.0776
12	8	-2.7339
12	9	-7.63181
17	18	-13.4366
12	13	-6.1772
17	14	-8.60296
23	12	-11.8539
16	22	-17.858
14	9	-9
15	12	-6.12719
27	15	-24.3965
20	15	-21.0249
15	14	-10.4275
23	18	-22.4826
22	10	-13.9398
11	21	-12.7889
22	13	-16.0014
10	12	-3.77845
15	15	-10.0136
10	16	-4.79263
24	12	-16.2024
26	14	-23.5363
18	16	-10.107
16	13	-10.6478
22	17	-24.9149
20	13	-10.7645
19	15	-13.8144
15	15	-9.38664
24	11	-17.6912
14	10	-9.47692
22	12	-20.625
20	11	-16.6854
13	10	-5.53647
14	11	-6.65861
25	11	-15.5286
9	12	-5.47005
16	18	-13.4394
13	20	-14.2081
19	8	-8.25412
12	19	-12.9927
16	12	-12.6756
22	17	-19.407
24	14	-21.0666
19	15	-11.4923
21	17	-13.6775
10	11	-9.20403
18	16	-16.6245
30	16	-31.9712
28	15	-24.1242
22	18	-22.4577
17	9	-7.11842
17	14	-10.6155
15	14	-11.435
30	12	-26.7401
27	20	-33.6795
20	14	-21.0259
16	16	-14.0648
24	17	-27.2404
21	19	-25.3238
17	14	-11.6958
27	13	-25.2237
21	13	-18.2945
23	13	-16.9653
25	15	-27.2941
18	17	-17.3485
21	18	-20.3594
20	16	-17.2407
13	9	-10.5353
16	10	-11.0649
20	6	-7.42697
23	11	-11.3584
14	16	-9.22798
23	14	-18.0419
26	12	-17.4287
22	17	-22.2635
25	17	-22.8939
14	9	-7.27257
15	12	-10.5848
17	12	-10.6006
17	11	-10.9864
15	11	-11.146
15	18	-13.5083
13	8	-7.38563
11	10	-4.69282
12	13	-6.87143
17	10	-8.78184
11	9	-4.06403
14	8	-6.29966
24	18	-20.045
22	12	-19.3187
23	16	-18.9996
13	18	-11.606
12	17	-8.71556
20	13	-15.4005
19	19	-15.8277
20	20	-16.1315
18	17	-17.9752
18	10	-12.4216
12	13	-6.69469
19	14	-15.9235
21	15	-25.1284
16	19	-20.8728
13	12	-7.97769
20	19	-18.0749
25	26	-35.8527
31	23	-38.4531
18	13	-14.1476
12	18	-10.3627
13	17	-11.3103
18	8	-10.341
14	12	-9.56917
15	13	-8.75407
23	20	-21.6333
24	21	-24.7263
19	17	-14.8762
23	14	-24.346
14	17	-13.7607
15	23	-16.4101
23	15	-18.5818
19	18	-13.6299
13	17	-13.146
31	11	-26.1566
28	18	-31.2038
23	14	-17.3851
15	17	-5.94347
20	16	-13.618
19	12	-11.5013
15	13	-10.6288
17	8	-12.6781
30	15	-25.8292
21	12	-11.528
17	16	-13.0062
20	10	-13.2212
14	14	-9.47715
25	11	-14.7199
25	15	-20.3923
7	9	-4.30712
14	18	-14.7629
16	6	-5.56804
17	18	-16.6319
25	15	-21.7463
27	23	-28.9288
20	17	-17.2895
23	18	-22.5476
21	21	-18.2569
23	15	-19.5921
23	13	-13.6081
12	16	-12.267
22	13	-16.6502
28	18	-29.1312
21	12	-17.5336
15	15	-9.98742
17	6	-5.30986
20	7	-13.3063
19	22	-25.9246
28	18	-33.8081
27	17	-27.2079
19	11	-12.9072
17	14	-14.3517
21	15	-13.7138
15	8	-5.58702
18	16	-12.8513
14	18	-9.97647
17	16	-8.98798
16	17	-12.2774
16	15	-10.6592
16	9	-7.45349
20	6	-8.78555
31	12	-20.8283
19	7	-11.6855
11	9	-4.76762
11	19	-10.2714
15	16	-13.6291
13	15	-7.98237
20	13	-15.1849
16	19	-14.238
16	6	-6.60568
19	12	-9.54095
37	16	-37.43
21	19	-25.3521
16	15	-11.0596
15	8	-8.1327
12	13	-10.7602
7	18	-4.77403
17	14	-13.6474
13	10	-2.50885
24	11	-21.4064
26	15	-18.1825
16	18	-15.1674
14	19	-15.7997
19	15	-13.1161
22	18	-21.8722
14	17	-13.4661
18	14	-12.3194
17	13	-15.5858
25	17	-22.7658
27	19	-28.7681
15	11	-7.55916
24	17	-23.5327
21	11	-12.4359
17	9	-8.6445
16	8	-7.18478
13	18	-8.69318
21	12	-14.8542
15	15	-8.71929
11	12	-3.64665
19	17	-13.5067
21	12	-15.7498
26	14	-23.4713
18	20	-22.9433
21	23	-22.5191
9	17	-6.95283
22	18	-24.0367
12	7	-5.80366
13	11	-6.95013
12	12	-5.88264
17	16	-11.7706
29	20	-37.5656
33	20	-39.14
27	18	-33.8716
26	11	-29.9242
16	14	-9.8073
18	10	-9.00516
17	11	-10.2609
15	12	-11.2215
16	21	-11.879
25	19	-25.5034
17	19	-21.2983
24	14	-21.8978
12	15	-8.22311
11	6	-2.09468
24	17	-27.0405
24	17	-32.8612
13	14	-9.65849
24	9	-23.8282
21	19	-23.5809
15	16	-10.421
20	16	-17.0362
18	10	-14.2311
12	20	-10.6992
19	17	-20.1416
19	18	-22.1317
21	15	-15.4944
9	11	-6.36614
22	14	-19.5668
18	19	-12.7865
15	6	-4.78769
11	13	-9.13514
22	12	-21.5228
24	8	-19.7254
9	16	-4.08961
17	10	-8.66302
16	19	-12.8525
19	12	-18.7481
23	12	-17.5877
16	9	-8.87853
13	8	-7.19711
14	9	-8.74042
18	9	-12.0476
23	15	-24.2125
19	16	-11.7015
22	18	-20.3549
31	18	-33.1651
31	18	-39.1386
22	11	-26.5532
22	19	-23.3904
20	15	-17.6991
20	12	-18.763
17	9	-13.6582
13	13	-7.5732
16	10	-8.82436
15	14	-10.1148
19	17	-16.7296
20	11	-15.0824
24	7	-16.3446
25	13	-21.876
20	17	-15.2679
18	6	-12.2991
8	10	-1.05678
22	11	-15.2577
17	16	-9.85884
14	16	-11.8673
20	13	-2.77026
9	12	-6.20358
21	16	-20.9461
21	10	-13.1441
26	14	-20.3172
14	24	-14.8354
15	8	-6.19772
15	8	-6.40669
19	11	-14.8757
16	16	-12.6475
14	7	-6.72064
17	19	-18.2675
30	20	-32.9344
23	20	-21.1801
9	13	-5.40912
15	11	-11.4502
22	15	-21.4257
22	13	-12.1129
11	13	-10.1282
10	11	-5.633
16	15	-16.0659
15	11	-6.93379
15	19	-11.3068
17	18	-13.3515
17	9	-12.2681
21	11	-12.7647
20	13	-11.951
19	7	-8.49699
16	17	-13.7015
28	13	-25.5939
22	9	-15.4251
16	11	-10.778
23	15	-18.4424
16	12	-6.98619
17	12	-10.9466
21	18	-19.0651
16	17	-15.3007
23	21	-27.0904
21	21	-22.0998
18	11	-9.81976
28	14	-31.8761
15	13	-11.26
15	17	-9.32596
11	19	-9.08634
15	18	-9.56029
19	13	-19.9988
20	18	-14.9349
10	18	-9.48102
22	14	-19.6823
17	14	-15.0903
22	13	-21.2347
24	19	-22.1456
32	10	-22.8018
18	7	-9.92623
15	15	-16.9186
29	12	-25.5849
17	23	-19.3474
20	20	-17.5695
20	13	-16.0539
16	15	-13.1576
18	15	-19.3932
19	22	-24.6275
16	15	-14.462
24	15	-16.5739
22	13	-10.975
20	19	-21.7825
22	13	-16.5078
16	22	-16.402
16	11	-9.16273
41	20	-49.5802
19	15	-18.6609
28	15	-23.4495
15	18	-15.1091
15	12	-8.33737
12	11	-4.90208
13	16	-8.93116
17	14	-16.3721
15	8	-3.83362
32	14	-28.6471
16	12	-7.7627
31	22	-35.639
17	20	-15.2554
20	14	-13.9523
18	10	-15.4642
14	16	-11.6641
22	22	-29.1684
27	15	-29.6269
26	21	-25.1169
21	12	-16.35
16	12	-11.1374
10	11	-4.78652
14	15	-8.01165
28	15	-31.3998
19	16	-17.6027
10	13	-12.4243
15	14	-6.42906
20	16	-11.749
20	17	-16.7056
18	12	-11.0668
20	10	-12.7827
21	16	-19.2966
20	17	-15.3351
20	11	-15.3244
16	16	-7.60894
19	14	-20.9734
28	19	-34.5207
26	21	-33.1417
31	16	-33.6082
15	14	-10.225
28	13	-23.955
27	10	-20.8268
26	15	-23.9055
18	13	-12.3348
15	11	-10.4401
23	19	-20.9811
18	20	-17.0514
13	7	-5.88413
15	15	-13.6082
14	8	-7.40702
16	11	-6.83541
12	9	-10.4157
25	22	-25.8944
20	13	-13.9441
13	16	-9.29385
18	9	-10.333
24	20	-26.6438
12	17	-11.3519
20	17	-12.9401
19	12	-16.2722
17	15	-15.1367
15	12	-10.7424
18	9	-13.8547
13	16	-15.1698
20	17	-22.2672
22	17	-21.7126
25	14	-20.9627
15	15	-12.0631
18	14	-15.0668
18	15	-11.1862
16	8	-7.65461
16	10	-8.50216
10	11	-3.07541
12	22	-11.9195
12	11	-4.53125
29	19	-29.4702
18	7	-11.3262
18	15	-16.2285
15	8	-5.85068
14	11	-7.39356
21	10	-12.5379
18	14	-14.5196
14	13	-7.58881
9	12	-7.01192
20	15	-13.9682
13	12	-9.44057
21	15	-15.1611
16	6	-6.30438
17	19	-17.2336
25	7	-15.414
13	16	-8.90007
14	19	-12.3697
11	11	-4.87598
20	19	-21.936
16	13	-12.3804
10	24	-15.2362
16	15	-14.0224
10	15	-8.77772
13	21	-13.9884
26	8	-19.1049
16	14	-14.0639
14	17	-9.66239
16	10	-11.4056
21	16	-14.8636
24	16	-20.0158
25	9	-12.679
10	6	-2.56668
15	12	-6.69524
17	8	-6.30458
22	13	-13.3282
20	17	-18.319
22	16	-21.4995
26	13	-19.5724
18	13	-10.2927
23	17	-21.7972
16	18	-17.5619
20	17	-16.7978
10	9	-3.47032
14	16	-12.7045
14	14	-8.54826
29	29	-39.6785
29	13	-28.1462
17	5	-4.18719
20	12	-15.5579
19	8	-10.8328
23	14	-15.5172
15	12	-8.05179
24	12	-11.9764
9	13	-7.42273
12	11	-5.72296
16	8	-8.86425
17	17	-14.3147
30	10	-28.7507
23	18	-22.6652
24	11	-17.095
12	13	-5.05854
30	18	-26.5635
16	16	-11.3955
13	9	-7.46381
18	14	-15.1709
22	16	-16.1894
30	13	-27.4067
15	19	-10.5245
15	16	-12.6452
16	16	-16.2311
8	15	-5.18958
19	12	-12.4347
32	12	-25.3717
16	15	-13.4985
12	10	-8.24592
15	14	-6.56934
20	10	-8.16228
14	17	-10.2231
19	20	-17.9307
10	12	-5.3318
12	13	-8.56957
17	22	-21.0551
9	16	-9.07179
25	19	-31.0739
12	15	-8.10249
16	12	-11.8253
18	20	-13.9375
15	13	-8.66777
17	14	-15.0999
18	17	-18.5525
21	17	-18.0996
18	9	-13.4767
25	12	-19.2578
12	20	-10.1882
19	16	-16.6573
19	16	-14.4506
18	13	-13.8315
23	14	-15.6414
27	22	-31.8356
31	11	-32.316
19	11	-14.9025
11	12	-5.98365
11	12	-4.38511
15	15	-14.7655
9	11	-6.44797
14	14	-11.8333
21	17	-20.1846
20	16	-9.39375
16	19	-15.1692
15	13	-11.5324
17	8	-9.3013
22	12	-14.7788
15	15	-10.5785
18	15	-12.493
25	8	-17.2109
21	17	-18.9442
14	12	-10.8296
22	22	-20.8106
23	12	-23.3189
20	17	-17.6757
21	9	-15.884
9	9	-3.02801
17	15	-13.2694
20	11	-12.0042
16	7	-10.9869
12	11	-5.07503
17	17	-16.226
22	22	-29.2868
26	13	-21.0468
18	13	-11.6194
17	16	-14.4849
14	16	-10.4272
23	17	-24.2604
15	8	-8.19788
18	8	-11.1751
14	13	-10.085
12	17	-11.4063
21	18	-15.846
15	14	-6.88667
13	16	-9.25622
19	8	-15.2839
25	19	-28.2188
17	10	-9.9856
21	11	-15.9224
24	12	-19.5504
25	22	-26.82
22	17	-17.6779
29	21	-33.8986
17	12	-6.45534
19	16	-15.2888
23	19	-18.1871
16	10	-11.2557
14	11	-8.07614
17	16	-14.3244
20	20	-20.2239
25	14	-20.7517
26	14	-26.869
12	17	-9.00954
14	16	-7.51403
18	10	-12.7857
15	14	-12.9931
25	14	-19.9057
11	13	-8.37374
10	11	-3.73916
15	18	-9.26424
23	16	-17.5385
18	20	-16.6983
24	13	-20.7645
22	15	-23.4774
13	10	-4.74334
12	17	-8.46074
18	14	-13.8789
10	9	-6.93034
20	14	-11.9312
