# T	mu1	mu2	Lx	Ly	Lz
1.1	-4.0	-4.0	7.5	7.5	7.5
16	9	-10.2493
25	11	-24.6334
23	15	-22.4582
23	12	-22.5198
20	7	-9.92334
16	13	-10.6434
24	21	-21.2376
21	19	-18.9217
30	11	-23.1107
26	17	-29.0594
17	10	-17.4584
19	16	-15.3621
21	24	-22.0106
17	12	-10.8602
22	8	-17.8036
31	12	-30.448
26	14	-26.3524
15	17	-15.7578
21	17	-15.4723
17	12	-12.2849
13	18	-11.9077
19	10	-15.6211
18	22	-15.0565
12	13	-8.06573
24	13	-15.8731
16	18	-13.637
21	11	-13.4501
19	13	-17.727
15	12	-9.47529
7	15	-7.64101
12	14	-8.99459
27	15	-21.3647
21	13	-14.565
17	15	-17.8376
15	8	-10.2326
10	13	-9.39519
13	17	-9.81696
13	13	-6.17918
21	12	-18.9261
27	13	-20.0654
31	14	-29.4027
25	20	-26.8438
22	13	-16.8719
18	11	-16.3061
17	6	-7.80902
15	12	-5.30579
17	20	-14.2515
20	9	-15.0579
18	7	-11.4375
17	20	-18.3253
20	21	-26.0274
13	11	-12.9106
13	12	-8.25928
23	17	-13.4405
13	12	-6.5719
18	12	-13.6721
18	18	-14.7106
18	17	-16.8952
26	17	-23.6955
16	13	-5.09365
14	19	-9.20425
19	17	-16.5164
16	12	-2.61723
20	8	-11.2012
15	12	-9.00352
8	15	-5.7153
25	11	-15.1138
18	21	-17.9741
18	8	-7.50949
10	10	-3.94131
19	16	-15.7178
21	19	-18.7392
26	13	-19.7151
19	14	-18.8302
23	13	-22.8284
17	14	-17.3501
21	14	-17.4685
23	25	-33.0979
21	14	-20.5726
7	10	-3.41875
18	19	-14.0107
17	19	-10.0343
16	16	-14.7076
25	20	-30.3672
23	21	-23.4366
13	12	-9.84084
26	19	-27.4002
15	15	-8.4785
13	11	-6.90726
19	16	-17.3002
8	18	-9.01409
17	20	-22.5255
16	18	-13.2744
19	11	-9.50224
17	15	-12.3473
21	27	-22.9494
11	16	-9.92317
17	27	-20.2947
16	12	-9.6584
9	12	-4.1152
23	20	-21.3189
15	13	-11.2444
8	14	-5.8641
15	10	-6.32744
10	17	-12.1379
20	19	-15.0413
21	15	-14.4997
21	8	-12.7672
17	15	-11.2984
28	14	-21.4952
15	12	-14.2949
14	4	-4.73415
14	10	-6.94645
16	17	-12.4243
16	13	-11.3443
14	14	-7.19102
10	12	-6.60679
20	10	-13.7989
17	14	-17.201
13	15	-8.76207
26	23	-30.7987
21	16	-17.4527
25	8	-14.6451
26	18	-28.9259
23	15	-23.084
12	11	-6.75117
17	11	-10.6152
13	12	-10.2417
13	13	-9.43868
14	8	-5.41112
24	20	-22.954
24	12	-16.5609
9	8	-3.18159
8	16	-7.17984
15	7	-5.62675
28	11	-20.1267
15	18	-16.6195
18	12	-10.859
13	13	-10.0451
18	13	-17.1838
17	14	-11.3516
9	18	-10.1687
19	13	-14.3239
18	9	-6.4067
31	14	-22.2533
18	17	-14.7832
8	8	-3.15533
11	9	-3.78195
15	8	-7.71913
14	14	-12.7386
8	12	-4.96125
24	17	-28.0632
20	14	-14.9221
24	14	-19.9455
15	12	-11.5026
12	14	-4.71235
12	17	-9.18314
13	16	-9.54224
21	19	-15.5008
26	10	-17.5637
16	19	-13.2946
19	14	-14.6817
20	14	-22.3273
16	9	-7.66562
23	14	-22.0138
24	12	-17.9628
17	15	-15.5278
22	20	-18.4265
19	19	-18.9539
19	14	-11.8633
20	8	-11.3967
22	17	-21.8917
19	13	-19.7239
12	11	-7.81707
10	15	-6.77567
13	14	-8.23551
13	12	-5.99808
20	16	-14.2302
17	12	-14.0393
14	18	-11.9688
21	21	-19.0453
17	17	-15.0475
33	18	-36.7372
29	11	-26.2006
21	8	-14.6038
18	15	-13.6826
17	14	-11.2955
15	11	-8.26848
10	8	-4.62676
20	18	-20.8988
19	13	-13.9701
19	14	-12.9681
15	10	-7.03785
20	11	-13.0103
19	11	-12.1314
30	20	-33.0893
22	16	-15.2612
9	13	-4.41727
19	15	-17.5899
12	13	-12.3724
18	12	-16.7158
35	19	-46.3779
22	13	-18.8468
20	15	-17.8886
18	21	-20.5551
14	11	-9.66031
15	13	-6.87914
14	19	-9.14473
14	14	-12.187
24	18	-21.5016
19	14	-15.9572
26	10	-19.289
23	8	-12.1808
11	11	-6.83016
14	13	-11.1527
26	11	-17.6818
21	17	-19.8736
19	10	-13.4279
10	20	-12.792
19	13	-13.4657
19	19	-17.479
15	15	-8.32555
17	20	-11.0552
17	9	-7.1456
21	12	-16.958
30	8	-24.385
25	19	-25.7604
17	15	-14.458
15	17	-12.0124
21	19	-22.7439
18	10	-8.06142
19	10	-13.6682
28	15	-28.7782
18	17	-13.4805
16	14	-8.04577
31	9	-30.4346
16	15	-9.49539
19	17	-12.3359
22	26	-29.0955
11	18	-13.0644
22	16	-18.5131
23	10	-12.0295
14	15	-10.8337
20	14	-16.726
17	13	-10.2542
11	11	-5.97426
18	15	-12.489
16	17	-12.2216
16	18	-11.9544
21	14	-18.507
18	13	-9.88929
16	11	-12.465
18	11	-9.62796
14	10	-8.23649
14	12	-6.57869
20	16	-18.1407
17	23	-23.1294
20	16	-24.191
26	11	-20.7274
20	10	-15.0996
15	12	-7.85643
15	14	-9.68543
11	11	-6.86138
17	14	-9.89857
21	16	-19.7916
22	19	-18.495
24	16	-17.3734
14	10	-8.17363
21	15	-10.8421
17	10	-11.2968
14	14	-7.88343
16	14	-10.8567
14	11	-6.95192
16	18	-14.5917
13	7	-6.23714
23	13	-18.5707
16	15	-10.8562
21	19	-19.2675
13	12	-5.08843
26	11	-17.7665
21	18	-17.7308
24	15	-22.5104
21	11	-14.453
14	14	-9.09543
25	16	-22.3497
23	17	-21.1591
18	18	-19.2234
33	10	-28.8989
11	14	-5.22008
10	15	-7.15239
16	12	-10.4617
17	16	-16.1526
26	15	-22.4863
11	13	-10.013
15	15	-14.988
15	9	-11.7752
23	16	-16.5031
16	13	-4.6027
17	16	-13.8939
13	14	-10.4999
19	18	-19.9726
18	11	-9.70786
22	9	-14.0091
17	18	-12.0679
22	19	-26.678
22	12	-14.0805
15	11	-6.53504
18	8	-11.235
13	13	-9.64808
17	16	-17.8734
19	22	-22.2152
27	16	-20.445
19	16	-12.6645
16	12	-9.05089
23	14	-17.976
15	10	-8.22072
15	9	-7.30171
13	14	-8.37667
15	11	-9.59755
17	12	-11.9986
19	8	-7.55087
34	19	-39.975
19	22	-24.8111
31	18	-31.4887
17	13	-12.8461
9	15	-6.52792
21	17	-13.8285
25	10	-15.5675
14	17	-9.49807
15	16	-15.6006
19	8	-10.3902
19	15	-14.8621
7	15	-5.26254
23	14	-20.4025
25	13	-13.4591
16	22	-16.1306
23	9	-16.1616
14	12	-4.71139
15	16	-11.0609
27	17	-30.2862
24	8	-15.596
31	11	-31.7774
24	14	-25.0812
39	10	-39.4761
19	9	-8.35092
17	17	-14.9165
19	8	-14.459
17	12	-8.3713
21	9	-12.8031
27	14	-19.772
17	12	-11.8504
15	14	-12.5136
26	14	-29.9177
7	12	-3.01022
21	11	-15.8963
18	17	-23.0453
20	14	-16.2914
16	10	-14.0281
24	13	-17.9541
22	21	-19.1514
19	12	-14.8217
17	15	-15.511
22	11	-17.8737
15	11	-8.11396
17	11	-7.8003
24	17	-27.3076
25	12	-19.9303
18	15	-17.0446
12	21	-13.6783
12	15	-7.31387
21	10	-11.1803
16	16	-13.8839
9	11	-6.34585
19	16	-16.2992
20	12	-17.5842
20	11	-14.0747
12	12	-5.71671
19	17	-15.8533
18	21	-17.6086
23	13	-17.4348
13	8	-7.01801
21	10	-10.4331
9	12	-5.40065
20	13	-14.8783
17	15	-7.87376
28	13	-11.7768
17	16	-11.954
20	20	-20.4986
12	11	-7.22954
10	10	-5.49581
17	16	-16.3258
14	17	-14.2155
13	9	-7.51748
18	14	-16.299
17	14	-14.3758
15	17	-12.5558
27	15	-28.9957
23	16	-17.6602
20	10	-13.1866
23	19	-25.5126
23	16	-20.4512
29	17	-31.22
13	14	-11.6061
13	15	-9.41601
14	17	-7.78343
16	9	-8.71332
23	11	-25.2609
17	12	-12.7789
12	5	-3.22854
20	11	-18.2927
21	14	-19.4206
9	7	-3.82684
18	15	-12.6823
19	14	-12.6791
16	6	-9.39495
14	12	-6.94411
11	8	-1.39246
19	12	-16.2721
22	11	-13.7059
18	14	-14.3333
20	11	-13.3191
24	18	-18.3174
16	13	-9.55863
16	18	-10.0507
16	13	-9.39693
13	11	-5.63832
14	15	-12.8182
27	17	-28.0547
25	15	-21.819
24	4	-14.2629
20	14	-17.7498
14	8	-5.22263
19	13	-15.6172
15	17	-13.6996
27	17	-32.1671
28	18	-40.7283
34	11	-42.5657
36	17	-47.5542
26	13	-37.1338
21	14	-18.1966
22	21	-19.7881
29	10	-20.6168
21	12	-13.9951
16	11	-8.16383
12	16	-10.1893
15	12	-7.12908
15	10	-5.75821
26	15	-23.857
17	9	-11.1137
20	15	-19.0259
20	8	-13.3311
17	18	-16.8787
22	10	-17.9509
21	9	-11.5171
16	13	-9.21869
14	16	-14.606
20	19	-21.593
14	15	-6.96644
12	11	-6.68685
19	10	-13.2974
15	14	-11.2128
23	14	-17.9619
12	9	-4.88941
15	11	-7.19927
10	15	-8.65947
25	8	-19.0675
19	14	-12.2158
20	16	-14.5236
7	16	-7.18239
16	13	-13.3571
18	14	-12.4321
10	8	-3.9286
24	13	-21.7093
20	10	-13.4229
26	14	-24.8393
25	9	-13.6476
15	6	-6.05537
25	14	-19.6056
12	14	-8.94063
14	13	-9.848
18	9	-16.1874
14	9	-10.0407
10	13	-7.07713
20	14	-19.1608
14	11	-8.09846
20	5	-5.65032
23	19	-25.8302
18	15	-13.3116
12	9	-7.17371
19	18	-15.0187
24	19	-22.0236
17	14	-14.9274
26	17	-25.1764
11	13	-6.36069
19	13	-14.7514
21	12	-14.6398
22	19	-21.8069
29	18	-27.8569
21	10	-13.1079
16	11	-8.59475
11	11	-5.2546
11	14	-7.95909
10	8	-3.57998
15	18	-15.8875
25	12	-22.5575
21	15	-17.2638
27	11	-23.6762
12	14	-9.30124
21	18	-20.2473
22	13	-14.8238
14	15	-12.3445
26	19	-29.884
11	12	-10.3302
28	15	-29.6046
24	12	-13.7652
12	12	-10.6421
15	15	-9.7038
31	12	-29.8955
23	20	-25.7659
12	16	-9.55802
18	9	-14.5773
18	16	-14.9494
19	13	-13.6312
9	11	-7.39846
19	15	-14.2065
12	9	-5.18767
18	27	-22.1854
26	27	-33.1043
21	18	-18.3785
16	11	-6.85035
11	13	-8.57453
25	12	-23.3265
16	13	-10.2886
20	14	-13.1273
15	13	-7.25107
16	17	-10.0689
19	12	-9.31511
12	13	-6.05861
19	15	-14.8341
18	17	-15.2015
19	12	-12.9804
11	16	-9.48122
10	8	-2.32544
22	9	-14.9905
21	8	-14.9483
12	8	-5.21637
19	17	-13.1358
18	12	-11.7769
13	14	-13.3557
15	11	-8.24656
20	12	-14.394
16	12	-12.9777
25	11	-17.5237
20	18	-14.1104
10	20	-9.084
27	14	-20.6461
20	18	-20.4219
18	10	-9.72139
21	10	-16.7532
19	18	-20.947
25	13	-26.823
17	14	-15.7893
12	17	-8.88401
28	15	-24.753
23	12	-18.1493
15	19	-14.6216
20	8	-17.0934
12	9	-4.68217
21	13	-15.245
18	16	-14.184
13	12	-7.11422
23	14	-22.883
18	14	-14.6558
25	17	-18.3637
19	11	-13.2162
19	17	-16.187
25	18	-32.1355
28	15	-25.981
21	12	-13.0091
23	10	-16.1379
15	17	-13.5004
18	13	-13.3868
10	11	-6.9683
12	9	-5.75486
12	12	-6.92164
20	17	-15.5591
13	12	-5.61438
17	14	-12.2827
20	9	-13.3258
22	13	-13.6699
11	9	-6.16467
16	14	-8.77299
25	21	-25.7008
20	16	-22.3848
14	13	-8.35505
16	12	-10.0258
17	13	-10.7593
17	11	-14.6889
15	9	-9.3739
21	13	-17.3171
23	15	-17.655
27	20	-29.5341
16	17	-12.8146
19	17	-14.2664
26	19	-30.1444
24	21	-24.1891
